,Q_id_x,Q_create_time,View_count,Comment_count,Score,Answer_count,Accepted_Answer_id,Answer_tup,First_ans_time,First_acc_ans_time,Duration_ans,Duration_acc_ans
0,33574807.0,2015-11-06 20:02:43,13254.0,0.0,17.0,2.0,33579202.0,"[(33579202.0, '2015-11-07 04:41:48'), (33583048.0, '2015-11-07 13:01:04')]",2015-11-07 04:41:48,2015-11-07 04:41:48,8.651388888888889,8.651388888888889
1,33912626.0,2015-11-25 09:20:33,920.0,2.0,4.0,1.0,34642875.0,"[(34642875.0, '2016-01-06 21:14:12')]",2016-01-06 21:14:12,2016-01-06 21:14:12,1019.8941666666667,1019.8941666666667
2,37260902.0,2016-05-16 18:36:08,7846.0,2.0,14.0,3.0,,"[(37262463.0, '2016-05-16 20:11:25'), (41162688.0, '2016-12-15 11:09:09'), (63181936.0, '2020-07-30 21:56:10'), (66874501.0, '2021-03-30 16:05:38')]",2016-05-16 20:11:25,,1.5880555555555556,
3,40366588.0,2016-11-01 18:45:06,2824.0,7.0,11.0,1.0,,"[(61839136.0, '2020-05-16 15:25:28'), (67616795.0, '2021-05-20 08:34:20')]",2020-05-16 15:25:28,,31004.672777777778,
4,46257819.0,2017-09-16 19:42:56,1592.0,0.0,2.0,1.0,46257990.0,"[(46257990.0, '2017-09-16 20:03:55')]",2017-09-16 20:03:55,2017-09-16 20:03:55,0.3497222222222222,0.3497222222222222
5,48917438.0,2018-02-21 23:50:51,827.0,0.0,2.0,1.0,48936379.0,"[(48936379.0, '2018-02-22 20:12:36')]",2018-02-22 20:12:36,2018-02-22 20:12:36,20.3625,20.3625
6,49729510.0,2018-04-09 09:19:08,492.0,0.0,2.0,1.0,49729605.0,"[(49729605.0, '2018-04-09 09:24:30')]",2018-04-09 09:24:30,2018-04-09 09:24:30,0.08944444444444444,0.08944444444444444
7,51232624.0,2018-07-08 13:47:43,652.0,0.0,0.0,1.0,51232979.0,"[(51232979.0, '2018-07-08 14:31:34'), (66632051.0, '2021-03-15 03:36:05')]",2018-07-08 14:31:34,2018-07-08 14:31:34,0.7308333333333333,0.7308333333333333
8,53632689.0,2018-12-05 12:46:41,461.0,0.0,0.0,1.0,53636176.0,"[(53636176.0, '2018-12-05 15:59:24')]",2018-12-05 15:59:24,2018-12-05 15:59:24,3.2119444444444443,3.2119444444444443
9,53740026.0,2018-12-12 09:37:11,172.0,0.0,0.0,1.0,,"[(53740174.0, '2018-12-12 09:46:06')]",2018-12-12 09:46:06,,0.1486111111111111,
